regulon_name,regulated_genes,regulated_operon,regulated_tu,total_of_regulatory_interaction,total_of_binding_sites,geneId,leftEndPos,rightEndPos,strand,geneSynonyms,otherDbsGeneIds,productId,productName,productSynonyms,otherDbsProductsIds 
comr,1,1,1,1,1,RDBECOLIGNC03434,1168200.0,1168832.0,reverse,"ycfQ,G6569",[STRING:511145.b1111][ASAP:ABE-0003754][ECHOBASE:EB3209][OU-MICROARRAY:b1111][ECOCYC:G6569][REFSEQ:b1111],RDBECOLIPDC02160,DNA-binding transcriptional repressor ComR,"ComR,YcfQ",[ALPHAFOLD:P75952][INTERPRO:IPR009057][PFAM:PF00440][SMR:P75952][PROSITE:PS50977][PRIDE:P75952][PRINTS:PR00455][ECOLIWIKI:b1111][MODBASE:P75952][REFSEQ:NP_415629][UNIPROT:P75952][ECOCYC:G6569-MONOMER] 
plar,14,2,2,6,6,RDBECOLIGNC02154,3741684.0,3742532.0,reverse,"yiaJ,EG12278",[STRING:511145.b3574][ASAP:ABE-0011677][ECHOBASE:EB2186][OU-MICROARRAY:b3574][ECOCYC:EG12278][REFSEQ:b3574],RDBECOLIPDC01512,DNA-binding transcriptional repressor PlaR,"YiaJ,PlaR",[ALPHAFOLD:P37671][INTERPRO:IPR014757][PFAM:PF01614][SMR:P37671][SMART:SM00346][PROSITE:PS51077][PRIDE:P37671][PDB:1YSQ][ECOLIWIKI:b3574][MODBASE:P37671][SWISSMODEL:P37671][REFSEQ:NP_418031][UNIPROT:P37671][ECOCYC:EG12278-MONOMER] 
nimr,2,2,2,6,6,RDBECOLIGNC03826,1874755.0,1875576.0,reverse,"yeaM,G6976",[STRING:511145.b1790][ASAP:ABE-0005956][ECHOBASE:EB3272][OU-MICROARRAY:b1790][ECOCYC:G6976][REFSEQ:b1790],RDBECOLIPDC02491,DNA-binding transcriptional repressor NimR,"NimR,YeaM",[ALPHAFOLD:P76241][PFAM:PF12833][SMR:P76241][INTERPRO:IPR009057][SMART:SM00342][PROSITE:PS00041][PRIDE:P76241][ECOLIWIKI:b1790][MODBASE:P76241][REFSEQ:NP_416304][UNIPROT:P76241][ECOCYC:G6976-MONOMER] 
nhar,7,3,3,7,7,RDBECOLIGNC01065,18715.0,19620.0,forward,"antO,yaaB,EG11078",[STRING:511145.b0020][ASAP:ABE-0000072][ECHOBASE:EB1070][OU-MICROARRAY:b0020][CGSC:30281][ECOCYC:EG11078][REFSEQ:b0020],RDBECOLIPDC03960,DNA-binding transcriptional activator NhaR,"YaaB,AntO,NhaR",[ALPHAFOLD:P0A9G2][INTERPRO:IPR005119][PFAM:PF03466][SMR:P0A9G2][PROSITE:PS50931][PRIDE:P0A9G2][PRODB:PRO_000023381][ECOLIWIKI:b0020][REFSEQ:NP_414561][MODBASE:P0A9G2][UNIPROT:P0A9G2][ECOCYC:PD00474] 
narp,51,12,15,26,23,RDBECOLIGNC01480,2290500.0,2291147.0,forward,EG11527,[STRING:511145.b2193][ASAP:ABE-0007259][ECHOBASE:EB1489][OU-MICROARRAY:b2193][CGSC:32598][ECOCYC:EG11527][REFSEQ:b2193],RDBECOLIPDC03849,DNA-binding transcriptional dual regulator NarP,"NarP,nitrate/nitrite response regulator NarP",[ALPHAFOLD:P31802][REFSEQ:NP_416697][PFAM:PF00196][SMR:P31802][DIP:DIP-10317N][INTERPRO:IPR011006][SMART:SM00421][PROSITE:PS00622][PRIDE:P31802][PRINTS:PR00038][PRODB:PRO_000023357][ECOLIWIKI:b2193][MODBASE:P31802][SWISSMODEL:P31802][UNIPROT:P31802][ECOCYC:NARP-MONOMER] 
frmr,3,0,0,1,1,RDBECOLIGNC03098,379606.0,379881.0,reverse,"yaiN,G6209",[STRING:511145.b0357][ASAP:ABE-0001226][ECHOBASE:EB3081][OU-MICROARRAY:b0357][ECOCYC:G6209][REFSEQ:b0357],RDBECOLIPDC01900,DNA-binding transcriptional repressor FrmR,"YaiN,FrmR",[ALPHAFOLD:P0AAP3][INTERPRO:IPR003735][PANTHER:PTHR33677][PDB:5LBM][PFAM:PF02583][SMR:P0AAP3][DIP:DIP-48245N][PRIDE:P0AAP3][PRODB:PRO_000022696][ECOLIWIKI:b0357][UNIPROT:P0AAP3][REFSEQ:NP_414891][ECOCYC:G6209-MONOMER] 
melr,3,2,2,11,11,RDBECOLIGNC01207,4340720.0,4341628.0,reverse,EG11230,[STRING:511145.b4118][ASAP:ABE-0013486][ECHOBASE:EB1212][OU-MICROARRAY:b4118][CGSC:18166][ECOCYC:EG11230][REFSEQ:b4118],RDBECOLIPDC03923,DNA-binding transcriptional dual regulator MelR,MelR,[ALPHAFOLD:P0ACH8][INTERPRO:IPR008917][PFAM:PF12833][DIP:DIP-10181N][SMART:SM00342][PROSITE:PS00041][PRIDE:P0ACH8][PRINTS:PR00032][PRODB:PRO_000023199][ECOLIWIKI:b4118][REFSEQ:NP_418542][MODBASE:P0ACH8][UNIPROT:P0ACH8][ECOCYC:PD00208] 
galr,10,5,17,18,13,RDBECOLIGNC00357,2976599.0,2977630.0,forward,"Rgal,EG10364",[STRING:511145.b2837][ASAP:ABE-0009307][ECHOBASE:EB0359][OU-MICROARRAY:b2837][CGSC:721][ECOCYC:EG10364][REFSEQ:b2837],RDBECOLIPDC03977,DNA-binding transcriptional dual regulator GalR,GalR,[INTERPRO:IPR010982][ALPHAFOLD:P03024][PFAM:PF13377][SMR:P03024][DIP:DIP-9733N][SMART:SM00354][PROSITE:PS00356][PRIDE:P03024][PRINTS:PR00036][PRODB:PRO_000022747][ECOLIWIKI:b2837][REFSEQ:NP_417314][MODBASE:P03024][UNIPROT:P03024][ECOCYC:PD03028] 
mcbr,6,4,5,5,5,RDBECOLIGNC03616,1520262.0,1520927.0,forward,"yncC,G6761",[STRING:511145.b1450][ASAP:ABE-0004837][ECHOBASE:EB3535][OU-MICROARRAY:b1450][ECOCYC:G6761][REFSEQ:b1450],RDBECOLIPDC02318,DNA-binding transcriptional dual regulator McbR,"YncC,McbR",[ALPHAFOLD:P76114][INTERPRO:IPR011711][PFAM:PF07729][SMR:P76114][DIP:DIP-12749N][SMART:SM00895][PROSITE:PS50949][PRIDE:P76114][PRODB:PRO_000023169][ECOLIWIKI:b1450][MODBASE:P76114][REFSEQ:NP_415967][UNIPROT:P76114][ECOCYC:G6761-MONOMER] 
xylr,8,4,4,8,8,RDBECOLIGNC02444,3734979.0,3736157.0,forward,EG20253,[STRING:511145.b3569][ASAP:ABE-0011652][ECHOBASE:EB4154][OU-MICROARRAY:b3569][CGSC:3][ECOCYC:EG20253][REFSEQ:b3569],RDBECOLIPDC01680,DNA-binding transcriptional dual regulator XylR,XylR,[INTERPRO:IPR009057][ALPHAFOLD:P0ACI3][PFAM:PF12833][PRIDE:P0ACI3][PDB:4FE7][SMR:P0ACI3][SMART:SM00342][PROSITE:PS00041][PRINTS:PR00032][ECOLIWIKI:b3569][REFSEQ:NP_418026][MODBASE:P0ACI3][UNIPROT:P0ACI3][ECOCYC:EG20253-MONOMER] 
hdfr,6,2,3,4,2,RDBECOLIGNC01411,3947128.0,3947967.0,reverse,"b3762,yifA,yifD,b3763,EG11449",[STRING:511145.b4480][ASAP:ABE-0174109][ECHOBASE:EB1418][OU-MICROARRAY:b3763][ECOCYC:EG11449][REFSEQ:b4480],RDBECOLIPDC01032,DNA-binding transcriptional dual regulator HdfR,"YifA,HdfR,YifD",[ALPHAFOLD:P0A8R9][INTERPRO:IPR005119][PFAM:PF03466][PRIDE:P0A8R9][SMR:P0A8R9][DIP:DIP-48185N][PROSITE:PS50931][PRINTS:PR00039][PRODB:PRO_000022871][ECOLIWIKI:b4480][REFSEQ:YP_026246][MODBASE:P0A8R9][UNIPROT:P0A8R9][ECOCYC:EG11449-MONOMER] 
hcar,6,2,2,2,2,RDBECOLIGNC04158,2668006.0,2668896.0,reverse,"phdR,yfhT,G7331",[STRING:511145.b2537][ASAP:ABE-0008351][ECHOBASE:EB3228][OU-MICROARRAY:b2537][ECOCYC:G7331][REFSEQ:b2537],RDBECOLIPDC02776,DNA-binding transcriptional dual regulator HcaR,"PhdR,HcaR,YfhT",[ALPHAFOLD:Q47141][INTERPRO:IPR005119][PFAM:PF03466][PRIDE:Q47141][SMR:Q47141][PROSITE:PS50931][PRINTS:PR00039][PRODB:PRO_000022863][ECOLIWIKI:b2537][MODBASE:Q47141][REFSEQ:NP_417032][UNIPROT:Q47141][ECOCYC:G7331-MONOMER] 
fur,132,66,71,142,107,RDBECOLIGNC00352,710200.0,710646.0,reverse,EG10359,[STRING:511145.b0683][ASAP:ABE-0002327][ECHOBASE:EB0354][OU-MICROARRAY:b0683][CGSC:18286][ECOCYC:EG10359][REFSEQ:b0683],RDBECOLIPDC03935,DNA-binding transcriptional dual regulator Fur,Fur,[ALPHAFOLD:P0A9A9][INTERPRO:IPR002481][PANTHER:PTHR33202][PFAM:PF01475][SMR:P0A9A9][DIP:DIP-31858N][PDB:2FU4][PRIDE:P0A9A9][PRODB:PRO_000022737][ECOLIWIKI:b0683][MODBASE:P0A9A9][SWISSMODEL:P0A9A9][UNIPROT:P0A9A9][REFSEQ:NP_415209][ECOCYC:PD00260] 
qseb,13,4,5,9,7,RDBECOLIGNC04380,3169828.0,3170487.0,forward,"ygiX,G7575",[STRING:511145.b3025][ASAP:ABE-0009936][ECHOBASE:EB2844][OU-MICROARRAY:b3025][ECOCYC:G7575][REFSEQ:b3025],RDBECOLIPDC02971,DNA-binding transcriptional activator QseB,"YgiX,QseB,QseB response regulator",[ALPHAFOLD:P52076][PANTHER:PTHR48111][INTERPRO:IPR011006][PFAM:PF00486][PRIDE:P52076][PROSITE:PS50110][SMR:P52076][SMART:SM00448][PRODB:PRO_000023666][ECOLIWIKI:b3025][MODBASE:P52076][REFSEQ:NP_417497][UNIPROT:P52076][ECOCYC:G7575-MONOMER] 
appy,10,2,4,4,2,RDBECOLIGNC00046,583681.0,584430.0,forward,EG10050,[STRING:511145.b0564][ASAP:ABE-0001929][ECHOBASE:EB0048][ECOO157CYC:Z0321][OU-MICROARRAY:b0564][CGSC:31146][ECOCYC:EG10050][REFSEQ:b0564],RDBECOLIPDC03964,DLP12 prophage; DNA-binding transcriptional activator AppY,AppY,[ALPHAFOLD:P05052][PFAM:PF12833][SMR:P05052][INTERPRO:IPR009057][SMART:SM00342][PROSITE:PS00041][PRIDE:P05052][PRINTS:PR00032][PRODB:PRO_000022112][ECOLIWIKI:b0564][MODBASE:P05052][ECOO157CYC:Z0321-MONOMER][REFSEQ:NP_415096][UNIPROT:P05052][ECOCYC:PD00967] 
rtcr,2,1,1,1,0,RDBECOLIGNC02219,3558268.0,3559866.0,forward,"yhgB,EG12356",[STRING:511145.b3422][ASAP:ABE-0011174][ECHOBASE:EB2259][OU-MICROARRAY:b3422][ECOCYC:EG12356][REFSEQ:b3422],RDBECOLIPDC01561,DNA-binding transcriptional activator RtcR,"YhgB,RtcR",[ALPHAFOLD:P38035][PANTHER:PTHR32071:SF14][PFAM:PF00158][INTERPRO:IPR003593][SMR:P38035][DIP:DIP-10812N][SMART:SM00382][PROSITE:PS00676][PRIDE:P38035][PRODB:PRO_000023893][ECOLIWIKI:b3422][MODBASE:P38035][REFSEQ:NP_417880][UNIPROT:P38035][ECOCYC:EG12356-MONOMER] 
arca,237,71,84,256,234,RDBECOLIGNC00057,4639590.0,4640306.0,reverse,"sfrA,cpxC,dye,fexA,msp,seg,EG10061",[STRING:511145.b4401][ASAP:ABE-0014434][ECHOBASE:EB0059][OU-MICROARRAY:b4401][CGSC:831][ECOCYC:EG10061][REFSEQ:b4401],RDBECOLIPDC00098,DNA-binding transcriptional dual regulator ArcA,"CpxC,Dye,FexA,Msp,Seg,SfrA,ArcA,dye resistance protein,ArcA response regulator",[ALPHAFOLD:P0A9Q1][PANTHER:PTHR48111][INTERPRO:IPR011006][REFSEQ:NP_418818][PFAM:PF00486][PROSITE:PS50110][SMR:P0A9Q1][DIP:DIP-36035N][SMART:SM00448][PDB:1XHE][PRIDE:P0A9Q1][PRODB:PRO_000022123][ECOLIWIKI:b4401][MODBASE:P0A9Q1][UNIPROT:P0A9Q1][ECOCYC:ARCA-MONOMER] 
nfer,2,2,2,2,2,RDBECOLIGNC04395,3216779.0,3217402.0,forward,"yqjI,G7594",[STRING:511145.b3071][ASAP:ABE-0010084][ECHOBASE:EB2788][OU-MICROARRAY:b3071][ECOCYC:G7594][REFSEQ:b3071],RDBECOLIPDC02984,DNA-binding transcriptional repressor NfeR,"NfeR,YqjI",[ALPHAFOLD:P64588][INTERPRO:IPR005149][PFAM:PF03551][PRIDE:P64588][SMR:P64588][DIP:DIP-48127N][ECOLIWIKI:b3071][UNIPROT:P64588][REFSEQ:NP_417542][ECOCYC:G7594-MONOMER] 
uvry,5,5,5,5,5,RDBECOLIGNC01123,1994703.0,1995359.0,reverse,"yecB,EG11140",[STRING:511145.b1914][ASAP:ABE-0006373][ECHOBASE:EB1130][OU-MICROARRAY:b1914][ECOCYC:EG11140][REFSEQ:b1914],RDBECOLIPDC00837,DNA-binding transcriptional activator UvrY,"YecB,UvrY,UvrY response regulator",[ALPHAFOLD:P0AED5][REFSEQ:NP_416424][PFAM:PF00196][INTERPRO:IPR011006][SMR:P0AED5][DIP:DIP-35922N][SMART:SM00421][PROSITE:PS00622][PRIDE:P0AED5][PRINTS:PR00038][PRODB:PRO_000024202][ECOLIWIKI:b1914][MODBASE:P0AED5][UNIPROT:P0AED5][ECOCYC:EG11140-MONOMER] 
yjjq,10,6,6,7,7,RDBECOLIGNC04682,4603477.0,4604202.0,forward,G7947,[STRING:511145.b4365][ASAP:ABE-0014322][ECHOBASE:EB2478][OU-MICROARRAY:b4365][ECOCYC:G7947][REFSEQ:b4365],RDBECOLIPDC03247,DNA-binding transcriptional repressor YjjQ,YjjQ,[INTERPRO:IPR016032][ALPHAFOLD:P0ADD7][PFAM:PF00196][PRIDE:P0ADD7][SMR:P0ADD7][SMART:SM00421][PROSITE:PS50043][ECOLIWIKI:b4365][MODBASE:P0ADD7][UNIPROT:P0ADD7][REFSEQ:NP_418785][ECOCYC:G7947-MONOMER] 
glpr,9,4,4,23,23,RDBECOLIGNC00393,3559848.0,3560605.0,reverse,EG10400,[UNIPROT:P0ACL0][STRING:511145.b3423][ASAP:ABE-0011176][ECHOBASE:EB0395][OU-MICROARRAY:b3423][CGSC:688][ECOCYC:EG10400][REFSEQ:b3423],RDBECOLIPDC03981,DNA-binding transcriptional repressor GlpR,GlpR,[ALPHAFOLD:P0ACL0][INTERPRO:IPR014036][PFAM:PF00455][DIP:DIP-9798N][SMR:P0ACL0][SMART:SM00420][PROSITE:PS00894][PRIDE:P0ACL0][PRINTS:PR00037][PRODB:PRO_000022799][ECOLIWIKI:b3423][REFSEQ:NP_417881][MODBASE:P0ACL0][UNIPROT:P0ACL0][ECOCYC:PD03576] 
sutr,8,3,3,7,7,RDBECOLIGNC03600,1506172.0,1506708.0,forward,"ydcN,G6745",[STRING:511145.b1434][ASAP:ABE-0004783][ECHOBASE:EB3520][OU-MICROARRAY:b1434][ECOCYC:G6745][REFSEQ:b1434],RDBECOLIPDC02307,DNA-binding transcriptional dual regulator SutR,"SutR,YdcN",[ALPHAFOLD:P77626][PFAM:PF07883][PRIDE:P77626][SMR:P77626][DIP:DIP-11649N][INTERPRO:IPR013096][SMART:SM00530][PROSITE:PS50943][ECOLIWIKI:b1434][MODBASE:P77626][REFSEQ:NP_415951][UNIPROT:P77626][ECOCYC:G6745-MONOMER] 
rhar,2,1,2,4,2,RDBECOLIGNC00832,4098646.0,4099494.0,forward,"rhaC1,EG10842",[STRING:511145.b3906][ASAP:ABE-0012747][ECHOBASE:EB0835][OU-MICROARRAY:b3906][CGSC:290][ECOCYC:EG10842][REFSEQ:b3906],RDBECOLIPDC03927,DNA-binding transcriptional activator RhaR,RhaR,[ALPHAFOLD:P09378][INTERPRO:IPR009057][PFAM:PF12833][PRIDE:P09378][SMR:P09378][DIP:DIP-10693N][SMART:SM00342][PROSITE:PS00041][PRINTS:PR00032][PRODB:PRO_000023737][ECOLIWIKI:b3906][REFSEQ:NP_418342][MODBASE:P09378][UNIPROT:P09378][ECOCYC:PD00222] 
cuer,7,3,3,3,3,RDBECOLIGNC03144,513993.0,514400.0,forward,"copR,ybbI,G6263",[STRING:511145.b0487][ASAP:ABE-0001693][ECHOBASE:EB3044][OU-MICROARRAY:b0487][ECOCYC:G6263][REFSEQ:b0487],RDBECOLIPDC01930,DNA-binding transcriptional dual regulator CueR,"YbbI,CueR,CopR",[PDB:1Q07][ALPHAFOLD:P0A9G4][PFAM:PF13411][DIP:DIP-51206N][SMR:P0A9G4][INTERPRO:IPR011789][SMART:SM00422][PROSITE:PS00552][PRIDE:P0A9G4][PRINTS:PR00040][PRODB:PRO_000022348][ECOLIWIKI:b0487][MODBASE:P0A9G4][UNIPROT:P0A9G4][REFSEQ:NP_415020][ECOCYC:G6263-MONOMER] 
kdpe,4,1,1,1,1,RDBECOLIGNC00509,721056.0,721733.0,reverse,EG10517,[STRING:511145.b0694][ASAP:ABE-0002366][ECHOBASE:EB0512][OU-MICROARRAY:b0694][CGSC:31571][ECOCYC:EG10517][REFSEQ:b0694],RDBECOLIPDC03423,DNA-binding transcriptional activator KdpE,"KdpE response regulator,KdpE transcriptional activator",[PDB:1ZH2][ALPHAFOLD:P21866][PANTHER:PTHR48111][INTERPRO:IPR011006][REFSEQ:NP_415222][PFAM:PF00486][PRIDE:P21866][PROSITE:PS50110][SMR:P21866][DIP:DIP-10063N][SMART:SM00448][PRODB:PRO_000023053][ECOLIWIKI:b0694][MODBASE:P21866][SWISSMODEL:P21866][UNIPROT:P21866][ECOCYC:KDPE-MONOMER] 
sgrr,9,3,4,4,3,RDBECOLIGNC01995,75644.0,77299.0,reverse,"yabN,EG12094",[STRING:511145.b0069][ASAP:ABE-0000251][ECHOBASE:EB2018][OU-MICROARRAY:b0069][ECOCYC:EG12094][REFSEQ:b0069],RDBECOLIPDC01395,DNA-binding transcriptional dual regulator SgrR,"YabN,SgrR",[ALPHAFOLD:P33595][INTERPRO:IPR000914][PANTHER:PTHR30290][PFAM:PF00496][SMR:P33595][PROSITE:PS01117][PRIDE:P33595][PRODB:PRO_000023946][ECOLIWIKI:b0069][MODBASE:P33595][REFSEQ:NP_414611][UNIPROT:P33595][ECOCYC:EG12094-MONOMER] 
metr,5,5,6,11,9,RDBECOLIGNC00583,4011863.0,4012816.0,reverse,EG10591,[STRING:511145.b3828][ASAP:ABE-0012506][ECHOBASE:EB0586][OU-MICROARRAY:b3828][CGSC:18163][ECOCYC:EG10591][REFSEQ:b3828],RDBECOLIPDC03986,DNA-binding transcriptional dual regulator MetR,MetR,[ALPHAFOLD:P0A9F9][INTERPRO:IPR005119][PFAM:PF03466][PDB:5FO5][DIP:DIP-10198N][SMR:P0A9F9][PROSITE:PS50931][PRIDE:P0A9F9][PRINTS:PR00039][PRODB:PRO_000023220][ECOLIWIKI:b3828][REFSEQ:NP_418272][MODBASE:P0A9F9][UNIPROT:P0A9F9][ECOCYC:PD03938] 
argr,64,16,18,68,66,RDBECOLIGNC00066,3384703.0,3385173.0,forward,"Rarg,xerA,EG10070",[STRING:511145.b3237][ASAP:ABE-0010620][ECHOBASE:EB0068][OU-MICROARRAY:b3237][CGSC:1011][ECOCYC:EG10070][REFSEQ:b3237],RDBECOLIPDC03918,DNA-binding transcriptional dual regulator ArgR,"XerA,ArgR",[ALPHAFOLD:P0A6D0][INTERPRO:IPR001669][PANTHER:PTHR34471][PFAM:PF02863][PRIDE:P0A6D0][SMR:P0A6D0][DIP:DIP-47999N][PRINTS:PR01467][PDB:1XXC][PRODB:PRO_000022134][ECOLIWIKI:b3237][MODBASE:P0A6D0][UNIPROT:P0A6D0][REFSEQ:NP_417704][ECOCYC:PD00194] 
pspf,8,3,3,5,5,RDBECOLIGNC02214,1366935.0,1367912.0,reverse,"ycjB,EG12344",[STRING:511145.b1303][ASAP:ABE-0004383][ECHOBASE:EB2248][OU-MICROARRAY:b1303][ECOCYC:EG12344][REFSEQ:b1303],RDBECOLIPDC01556,DNA-binding transcriptional dual regulator PspF,"YcjB,PspF",[ALPHAFOLD:P37344][PDB:2BJV][PFAM:PF02954][INTERPRO:IPR003593][SMR:P37344][DIP:DIP-10592N][SMART:SM00382][PROSITE:PS00676][PRIDE:P37344][PRINTS:PR01590][PRODB:PRO_000023619][ECOLIWIKI:b1303][MODBASE:P37344][REFSEQ:NP_415819][UNIPROT:P37344][ECOCYC:EG12344-MONOMER] 
norr,3,2,2,6,6,RDBECOLIGNC02008,2830775.0,2832289.0,reverse,"ygaA,EG12108",[STRING:511145.b2709][ASAP:ABE-0008904][ECHOBASE:EB2032][OU-MICROARRAY:b2709][ECOCYC:EG12108][REFSEQ:b2709],RDBECOLIPDC01405,DNA-binding transcriptional dual regulator NorR,"NorR,YgaA",[ALPHAFOLD:P37013][PFAM:PF00158][PRIDE:P37013][INTERPRO:IPR003593][SMR:P37013][DIP:DIP-12092N][SMART:SM00382][PROSITE:PS00675][PRODB:PRO_000023398][ECOLIWIKI:b2709][MODBASE:P37013][SWISSMODEL:P37013][REFSEQ:NP_417189][UNIPROT:P37013][ECOCYC:EG12108-MONOMER] 
creb,16,3,3,8,8,RDBECOLIGNC01196,4636007.0,4636696.0,forward,"yjjE,ORF2,EG11218",[STRING:511145.b4398][ASAP:ABE-0014428][ECHOBASE:EB1201][OU-MICROARRAY:b4398][CGSC:34803][ECOCYC:EG11218][REFSEQ:b4398],RDBECOLIPDC00271,DNA-binding transcriptional regulator CreB,"CreB,YjjE,CreB response regulator",[ALPHAFOLD:P08368][PANTHER:PTHR48111][INTERPRO:IPR011006][REFSEQ:NP_418815][PFAM:PF00486][PRIDE:P08368][PROSITE:PS50110][SMR:P08368][DIP:DIP-9318N][SMART:SM00448][PRODB:PRO_000022329][ECOLIWIKI:b4398][MODBASE:P08368][SWISSMODEL:P08368][UNIPROT:P08368][ECOCYC:CREB-MONOMER] 
paax,14,3,3,3,3,RDBECOLIGNC03580,1463539.0,1464489.0,forward,"ydbY,G6720",[STRING:511145.b1399][ASAP:ABE-0004674][ECHOBASE:EB3509][OU-MICROARRAY:b1399][ECOCYC:G6720][REFSEQ:b1399],RDBECOLIPDC02291,DNA-binding transcriptional repressor PaaX,"YdbY,PaaX",[ALPHAFOLD:P76086][INTERPRO:IPR012906][PFAM:PF08223][PRIDE:P76086][DIP:DIP-10431N][PRODB:PRO_000023482][ECOLIWIKI:b1399][REFSEQ:NP_415917][UNIPROT:P76086][ECOCYC:G6720-MONOMER] 
cytr,13,10,14,31,23,RDBECOLIGNC00194,4123431.0,4124456.0,reverse,EG10200,[STRING:511145.b3934][ASAP:ABE-0012853][ECHOBASE:EB0196][OU-MICROARRAY:b3934][CGSC:887][ECOCYC:EG10200][REFSEQ:b3934],RDBECOLIPDC03987,DNA-binding transcriptional repressor CytR,CytR,[INTERPRO:IPR010982][ALPHAFOLD:P0ACN7][PFAM:PF13377][DIP:DIP-9390N][SMR:P0ACN7][SMART:SM00354][PROSITE:PS00356][PDB:2LCV][PRIDE:P0ACN7][PRODB:PRO_000022391][ECOLIWIKI:b3934][REFSEQ:NP_418369][MODBASE:P0ACN7][UNIPROT:P0ACN7][ECOCYC:PD04028] 
mata,9,5,6,6,6,RDBECOLIGNC03060,310746.0,311336.0,reverse,"ykgK,ecpR,G6165",[STRING:511145.b0294][ASAP:ABE-0001011][ECHOBASE:EB4070][OU-MICROARRAY:b0294][ECOCYC:G6165][REFSEQ:b0294],RDBECOLIPDC01867,DNA-binding transcriptional dual regulator MatA,"EcpR,YkgK,MatA",[ALPHAFOLD:P71301][INTERPRO:IPR016032][PFAM:PF00196][SMR:P71301][SMART:SM00421][PROSITE:PS50043][PRIDE:P71301][PRINTS:PR00038][ECOLIWIKI:b0294][REFSEQ:NP_414828][MODBASE:P71301][UNIPROT:P71301][ECOCYC:G6165-MONOMER] 
bola,11,5,6,8,1,RDBECOLIGNC00121,454472.0,454789.0,forward,EG10125,[STRING:511145.b0435][ASAP:ABE-0001508][ECHOBASE:EB0123][OU-MICROARRAY:b0435][CGSC:31032][ECOCYC:EG10125][REFSEQ:b0435],RDBECOLIPDC00402,DNA-binding transcriptional dual regulator BolA,BolA,[ALPHAFOLD:P0ABE2][INTERPRO:IPR002634][PFAM:PF01722][SMR:P0ABE2][DIP:DIP-47926N][PDB:2DHM][PRIDE:P0ABE2][PRODB:PRO_000022230][ECOLIWIKI:b0435][MODBASE:P0ABE2][SWISSMODEL:P0ABE2][UNIPROT:P0ABE2][REFSEQ:NP_414969][ECOCYC:EG10125-MONOMER] 
ygiv,1,0,0,1,1,RDBECOLIGNC04378,3168749.0,3169231.0,reverse,G7573,[STRING:511145.b3023][ASAP:ABE-0009928][ECHOBASE:EB2842][OU-MICROARRAY:b3023][ECOCYC:G7573][REFSEQ:b3023],RDBECOLIPDC02969,DNA-binding transcriptional repressor YgiV,YgiV,[ALPHAFOLD:Q46866][PFAM:PF06445][PRIDE:Q46866][INTERPRO:IPR010499][SMR:Q46866][SMART:SM00871][ECOLIWIKI:b3023][REFSEQ:YP_026197][MODBASE:Q46866][UNIPROT:Q46866][ECOCYC:G7573-MONOMER] 
caif,10,2,2,8,8,RDBECOLIGNC02984,34300.0,34695.0,forward,G6088,[STRING:511145.b0034][ASAP:ABE-0000125][ECHOBASE:EB3224][OU-MICROARRAY:b0034][ECOCYC:G6088][REFSEQ:b0034],RDBECOLIPDC01804,DNA-binding transcriptional activator CaiF,CaiF,[ALPHAFOLD:P0AE58][INTERPRO:IPR020357][PFAM:PF07180][PRIDE:P0AE58][PRODB:PRO_000022245][ECOLIWIKI:b0034][UNIPROT:P0AE58][REFSEQ:NP_414576][ECOCYC:G6088-MONOMER] 
cusr,14,4,4,4,4,RDBECOLIGNC03197,594760.0,595443.0,reverse,"ylcA,G6319",[STRING:511145.b0571][ASAP:ABE-0001948][ECHOBASE:EB3612][OU-MICROARRAY:b0571][ECOCYC:G6319][REFSEQ:b0571],RDBECOLIPDC01975,DNA-binding transcriptional activator CusR,"YlcA,CusR response regulator",[ALPHAFOLD:P0ACZ8][PANTHER:PTHR48111][INTERPRO:IPR011006][PFAM:PF00486][PRIDE:P0ACZ8][PROSITE:PS50110][DIP:DIP-9348N][SMR:P0ACZ8][SMART:SM00448][PRODB:PRO_000022353][ECOLIWIKI:b0571][MODBASE:P0ACZ8][UNIPROT:P0ACZ8][REFSEQ:NP_415103][ECOCYC:G6319-MONOMER] 
purr,32,20,21,23,22,RDBECOLIGNC00790,1737844.0,1738869.0,forward,EG10800,[STRING:511145.b1658][ASAP:ABE-0005545][ECHOBASE:EB0793][OU-MICROARRAY:b1658][CGSC:17989][ECOCYC:EG10800][REFSEQ:b1658],RDBECOLIPDC03925,DNA-binding transcriptional repressor PurR,PurR,[INTERPRO:IPR010982][ALPHAFOLD:P0ACP7][PFAM:PF13377][PDB:1QPZ][SMR:P0ACP7][DIP:DIP-35931N][SMART:SM00354][PROSITE:PS00356][PRIDE:P0ACP7][PRINTS:PR00036][PRODB:PRO_000023644][ECOLIWIKI:b1658][UNIPROT:P0ACP7][REFSEQ:NP_416175][ECOCYC:PD00219] 
